n_missing,method,confidence,n_sampling,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_init
0,optimal,1.0,0,True,True,1.5669399917760654,1.0,0.006396055221557617,0.5000280875369112,1.0,1
2,armin,0.75,100,True,True,3.3807635514729464,2.1575577681446387,0.037832021713256836,0.6946561478166277,0.6666666666666666,1
2,armin,0.75,200,True,True,3.3807635514729464,2.1575577681446387,0.06403493881225586,0.6946561478166277,0.6666666666666666,1
2,armin,0.75,300,True,True,3.11218328920663,1.9861534618687546,0.10220503807067871,0.6671598419560958,0.6666666666666666,1
2,armin,0.75,400,True,True,3.3807635514729464,2.1575577681446387,0.11983680725097656,0.6946561478166277,0.6666666666666666,1
2,armin,0.75,500,True,True,3.2351786804376,2.0646474641129373,0.15163183212280273,0.6810655299025747,0.6666666666666666,1
0,optimal,1.0,0,True,True,1.6836002742924547,1.0,0.007714033126831055,0.500760637873347,1.0,1
2,armin,0.75,100,True,True,2.159364208061293,1.2825872275227455,0.037368059158325195,0.5599641834906182,1.0,1
2,armin,0.75,200,True,True,2.159364208061293,1.2825872275227455,0.06837010383605957,0.5599641834906182,1.0,1
2,armin,0.75,300,True,True,2.485337600120619,1.476204083635648,0.08931398391723633,0.5885065826979243,1.0,1
2,armin,0.75,400,True,True,2.5043702899031537,1.4875088393268607,0.2407851219177246,0.5901902473856853,0.75,1
2,armin,0.75,500,True,True,2.159364208061293,1.2825872275227455,0.21847200393676758,0.5599641834906182,1.0,1
0,optimal,1.0,0,True,True,0.8912254331083403,1.0,0.005754947662353516,0.5089350753992679,1.0,1
2,armin,0.75,100,True,False,0.5063113885834098,0.568106979193289,0.028571128845214844,0.4465606569987367,0.6666666666666666,1
2,armin,0.75,200,True,False,0.5063113885834098,0.568106979193289,0.06386685371398926,0.4465606569987367,0.6666666666666666,1
2,armin,0.75,300,True,False,0.41222175305177766,0.46253365056477985,0.1423509120941162,0.4170508784365736,0.3333333333333333,0
2,armin,0.75,400,True,False,0.5063113885834098,0.568106979193289,0.09300899505615234,0.4465606569987367,0.6666666666666666,1
2,armin,0.75,500,True,False,0.5063113885834098,0.568106979193289,0.21002697944641113,0.4465606569987367,0.6666666666666666,0
0,optimal,1.0,0,True,True,1.1313909487947886,1.0,0.0056459903717041016,0.5028110738343377,1.0,1
2,armin,0.75,100,True,True,1.9326144747949763,1.7081756548023377,0.061988115310668945,0.5830338772047703,0.75,1
2,armin,0.75,200,True,True,1.7585957383485131,1.554366101498207,0.08029007911682129,0.5686516672659039,0.5,1
2,armin,0.75,300,True,True,1.87774689152525,1.659679966085565,0.0938560962677002,0.5769241650764307,0.75,1
2,armin,0.75,400,True,True,2.045687782926918,1.8081175080162006,0.17022991180419922,0.5999546558936991,0.5,1
2,armin,0.75,500,True,True,1.9081123727247726,1.68651903637499,0.18377995491027832,0.5841073668177017,0.5,1
0,optimal,1.0,0,True,True,2.6575523793121363,1.0,0.0062868595123291016,0.501627607835305,1.0,1
2,armin,0.75,100,True,False,2.4759113457138677,0.9316510052587248,0.04389381408691406,0.48336373411615274,1.0,1
2,armin,0.75,200,True,False,2.4759113457138677,0.9316510052587248,0.06742596626281738,0.48336373411615274,1.0,1
2,armin,0.75,300,True,False,2.4759113457138677,0.9316510052587248,0.09609198570251465,0.48336373411615274,1.0,1
2,armin,0.75,400,True,True,2.6575523793121363,1.0,0.11789798736572266,0.501627607835305,1.0,1
2,armin,0.75,500,True,True,2.6575523793121363,1.0,0.1436161994934082,0.501627607835305,1.0,1
0,optimal,1.0,0,True,True,0.6611157613020153,1.0,0.006117105484008789,0.5016810566066292,1.0,1
2,armin,0.75,100,True,True,1.2569973932755363,1.9013272211208203,0.0368199348449707,0.5537720094258931,0.6666666666666666,1
2,armin,0.75,200,True,True,1.2569973932755363,1.9013272211208203,0.05786299705505371,0.5537720094258931,0.6666666666666666,1
2,armin,0.75,300,True,True,1.4125722107392533,2.1366488191981747,0.08600807189941406,0.5693571028936933,0.6666666666666666,1
