n_missing,method,confidence,n_sampling,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_init
0,optimal,1.0,0,True,True,0.4062161250818928,1.0,0.012363910675048828,0.5012569256841876,1.0,1
2,armin,0.5,100,True,False,0.0,0.0,0.024537086486816406,0.37700237026091044,0.0,0
2,armin,0.55,100,True,False,0.4878889884129523,1.2010576594284492,0.0331110954284668,0.47848237336479094,0.25,0
2,armin,0.6,100,True,False,0.16051958703134162,0.39515808733338936,0.030813932418823242,0.4208040618335326,0.5,1
2,armin,0.65,100,True,True,4.465681280456115,10.993362903936514,0.0368800163269043,0.6915825905100221,0.25,1
2,armin,0.7,100,True,True,8.841599254127894,21.765751549979548,0.03917193412780762,0.8093591377694833,0.25,1
2,armin,0.75,100,True,False,0.0,0.0,0.010165929794311523,0.37700237026091044,0.0,1
2,armin,0.8,100,True,False,0.0,0.0,0.010265111923217773,0.37700237026091044,0.0,1
2,armin,0.85,100,True,False,0.0,0.0,0.010409116744995117,0.37700237026091044,0.0,0
2,armin,0.9,100,True,False,0.0,0.0,0.010480165481567383,0.37700237026091044,0.0,1
0,optimal,1.0,0,True,True,0.14023623584305417,1.0,0.008881092071533203,0.5040063740495211,1.0,1
2,armin,0.5,100,True,False,0.0,0.0,0.02251291275024414,0.4558117287027814,0.0,0
2,armin,0.55,100,True,True,5.897933627590268,42.05713018560309,0.04817485809326172,0.8323396131169714,0.0,0
2,armin,0.6,100,True,True,6.775598870448001,48.31560708767835,0.04612588882446289,0.8756548031448654,0.0,1
2,armin,0.65,100,True,False,0.0,0.0,0.012759923934936523,0.4558117287027814,0.0,1
2,armin,0.7,100,True,False,0.0,0.0,0.011034011840820312,0.4558117287027814,0.0,0
2,armin,0.75,100,True,False,0.0,0.0,0.010564088821411133,0.4558117287027814,0.0,1
2,armin,0.8,100,True,False,0.0,0.0,0.010397911071777344,0.4558117287027814,0.0,0
2,armin,0.85,100,True,False,0.0,0.0,0.010677099227905273,0.4558117287027814,0.0,0
2,armin,0.9,100,True,False,0.0,0.0,0.010846853256225586,0.4558117287027814,0.0,0
0,optimal,1.0,0,True,True,0.3066093573622239,1.0,0.011013984680175781,0.5003798045008642,1.0,1
2,armin,0.5,100,True,True,0.8119714047869583,2.6482277376411147,0.037039995193481445,0.5450560611092643,0.0,0
2,armin,0.55,100,True,True,6.573889981058016,21.440604545189128,0.041522979736328125,0.8534266398421784,0.0,0
2,armin,0.6,100,True,True,5.069857371945864,16.535233678326417,0.15171599388122559,0.7540424952269413,0.0,1
2,armin,0.65,100,True,True,10.176992193017895,33.19204697655376,0.05780506134033203,0.9175689743077035,0.0,1
2,armin,0.7,100,True,False,0.0,0.0,0.0225830078125,0.40603951087992696,0.0,1
2,armin,0.75,100,True,True,6.369676964808219,20.774568068003138,0.05801582336425781,0.8462827895581584,0.0,0
2,armin,0.8,100,True,False,0.0,0.0,0.011495113372802734,0.40603951087992696,0.0,0
2,armin,0.85,100,True,False,0.0,0.0,0.010578155517578125,0.40603951087992696,0.0,0
2,armin,0.9,100,True,False,0.0,0.0,0.010814905166625977,0.40603951087992696,0.0,1
0,optimal,1.0,0,True,True,0.159914432503447,1.0,0.009318113327026367,0.5003636717451753,1.0,1
2,armin,0.5,100,True,False,0.0,0.0,0.027025938034057617,0.4496619983004476,0.0,1
2,armin,0.55,100,True,True,3.4808760647829886,21.767116390248,0.04631996154785156,0.7856789803268159,0.0,0
2,armin,0.6,100,True,True,3.254573662298024,20.35196955864425,0.05812406539916992,0.7406611223329304,0.0,1
2,armin,0.65,100,True,False,0.0,0.0,0.011083126068115234,0.4496619983004476,0.0,1
