n_missing,method,confidence,n_sampling,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_init
0,optimal,1.0,0,True,True,1.5669399917760654,1.0,0.006867885589599609,0.5000280875369112,1.0,1
2,armin,0.5,100,True,True,2.983896024877773,1.904282257481758,0.050065040588378906,0.6564039940891708,0.6666666666666666,1
2,armin,0.55,100,True,True,2.8609006336468026,1.825788255237575,0.0458528995513916,0.6419882745267906,0.6666666666666666,1
2,armin,0.6,100,True,True,2.8609006336468026,1.825788255237575,0.04640698432922363,0.6419882745267906,0.6666666666666666,1
2,armin,0.65,100,True,True,2.983896024877773,1.904282257481758,0.04322504997253418,0.6564039940891708,0.6666666666666666,1
2,armin,0.7,100,True,True,3.068555613075296,1.9583108665171074,0.042842864990234375,0.6621021475965114,0.5,1
2,armin,0.75,100,True,True,3.6563288656691,2.333419840491016,0.03843498229980469,0.7188484757300444,0.6666666666666666,1
2,armin,0.8,100,True,True,3.5743047134587727,2.2810731312099817,0.048564910888671875,0.7090344878184796,0.6666666666666666,1
2,armin,0.85,100,True,True,3.5743047134587727,2.2810731312099817,0.04634213447570801,0.7090344878184796,0.6666666666666666,1
2,armin,0.9,100,True,True,4.412057440981151,2.815715639486778,0.06144285202026367,0.7657415510396255,0.5,1
0,optimal,1.0,0,True,True,1.6836002742924547,1.0,0.008271932601928711,0.500760637873347,1.0,1
2,armin,0.5,100,True,False,1.2926551418639867,0.7677921901071407,0.04283905029296875,0.4621101646868421,0.75,1
2,armin,0.55,100,True,False,1.0132380306954887,0.6018281454137381,0.03093099594116211,0.4372100619124898,1.0,1
2,armin,0.6,100,True,False,1.2926551418639867,0.7677921901071407,0.040876150131225586,0.4621101646868421,0.75,1
2,armin,0.65,100,True,False,1.2926551418639867,0.7677921901071407,0.04491305351257324,0.4621101646868421,0.75,1
2,armin,0.7,100,True,True,1.6836002742924547,1.0,0.04342794418334961,0.500760637873347,1.0,1
2,armin,0.75,100,True,True,1.6836002742924547,1.0,0.044267892837524414,0.500760637873347,1.0,1
2,armin,0.8,100,True,True,1.6836002742924547,1.0,0.04407501220703125,0.500760637873347,1.0,1
2,armin,0.85,100,True,True,1.860280452204992,1.1049418799761057,0.04482889175415039,0.5257915613222222,0.6666666666666666,1
2,armin,0.9,100,True,True,1.860280452204992,1.1049418799761057,0.03815102577209473,0.5257915613222222,0.6666666666666666,1
0,optimal,1.0,0,True,True,0.8912254331083403,1.0,0.007124900817871094,0.5089350753992679,1.0,1
2,armin,0.5,100,True,False,0.3915732946938606,0.43936503621554485,0.04227590560913086,0.41552090917013973,0.3333333333333333,0
2,armin,0.55,100,True,False,0.3915732946938606,0.43936503621554485,0.040019989013671875,0.41552090917013973,0.3333333333333333,1
2,armin,0.6,100,True,False,0.6084754141416748,0.6827401817063119,0.04300212860107422,0.46381960805820976,0.6666666666666666,1
