n_missing,method,confidence,n_sampling,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_init
2,armin,0.7,100,True,False,4.220752079401558,0.9151028466263275,0.05656099319458008,0.42968649344486365,0.75,1
2,armin,0.8,100,True,False,4.557194339227833,0.9880470195842594,0.044374942779541016,0.46339400270258824,0.75,1
0,optimal,1.0,0,True,True,2.371008182975899,1.0,0.008323907852172852,0.5014475610890146,1.0,1
2,armin,0.4,100,True,False,0.7473177642733972,0.31518987139699534,0.049484968185424805,0.2909200016396626,0.5,1
2,armin,0.5,100,True,False,0.9960152312912638,0.42008089151389827,0.04250288009643555,0.3167547100705832,0.25,0
2,armin,0.6,100,True,False,1.2268204887339667,0.5174256662388065,0.04003119468688965,0.3459797789920602,0.25,1
2,armin,0.7,100,True,False,1.355770102731809,0.5718116506161338,0.0397648811340332,0.36150830300293824,0.5,0
2,armin,0.8,100,True,False,2.0929115855061875,0.8827095581253258,0.055203914642333984,0.43607691540662774,0.5,1
0,optimal,1.0,0,True,True,1.3270047517181176,1.0,0.005651950836181641,0.5019205566443272,1.0,1
2,armin,0.4,100,True,False,0.9019737118556072,0.6797064672811394,0.03000807762145996,0.46774787844545695,0.5,1
2,armin,0.5,100,True,False,1.2854758525537904,0.9687047848844864,0.0291898250579834,0.49935582391970024,0.5,1
2,armin,0.6,100,True,True,1.3270047517181176,1.0,0.03801107406616211,0.5019205566443272,1.0,1
2,armin,0.7,100,True,True,1.7500321194497015,1.318783611877709,0.03662395477294922,0.5335229883808931,1.0,1
2,armin,0.8,100,True,True,2.2265549000500813,1.6778801260261396,0.04621410369873047,0.5661508401991355,0.6666666666666666,1
0,optimal,1.0,0,True,True,1.2905771803283836,1.0,0.004850149154663086,0.5017946386879111,1.0,1
2,armin,0.4,100,True,True,1.2905771803283836,1.0,0.04032397270202637,0.5017946386879111,1.0,1
2,armin,0.5,100,True,True,1.5887729781059416,1.2310561524896038,0.04691290855407715,0.533383134804324,1.0,1
2,armin,0.6,100,True,True,1.924453482799835,1.4911572218487261,0.038140058517456055,0.5780994330999631,0.75,1
2,armin,0.7,100,True,True,1.924453482799835,1.4911572218487261,0.03766202926635742,0.5780994330999631,0.75,1
2,armin,0.8,100,True,True,2.1757361383596616,1.6858628616120825,0.03722715377807617,0.6049991678905519,0.75,1
0,optimal,1.0,0,True,True,0.9980438500983633,1.0,0.0046880245208740234,0.5020644054089253,1.0,1
2,armin,0.4,100,True,False,0.8130464351249431,0.814639993067251,0.03452706336975098,0.483864631144435,0.5,1
2,armin,0.5,100,True,True,0.9980438500983633,1.0,0.031935930252075195,0.5020644054089253,1.0,1
2,armin,0.6,100,True,True,1.234196620356443,1.2366156258913927,0.02839207649230957,0.528847944459373,0.75,1
2,armin,0.7,100,True,True,1.6337871255707692,1.636989322072121,0.03840494155883789,0.5625818946011883,1.0,1
2,armin,0.8,100,True,True,1.9596199762065105,1.9634607998570184,0.035553932189941406,0.5990603991614153,0.75,1
0,optimal,1.0,0,True,True,0.3915732946938606,1.0,0.003304004669189453,0.5255214548602761,1.0,1
2,armin,0.4,100,True,False,0.0,0.0,0.027583837509155273,0.44541417415198814,0.0,0
2,armin,0.5,100,True,False,0.0,0.0,0.027838945388793945,0.44541417415198814,0.0,0
2,armin,0.6,100,True,False,0.0,0.0,0.02885580062866211,0.44541417415198814,0.0,0
2,armin,0.7,100,True,False,0.0,0.0,0.025044918060302734,0.44541417415198814,0.0,0
2,armin,0.8,100,True,False,0.0,0.0,0.024110794067382812,0.44541417415198814,0.0,0
0,optimal,1.0,0,True,True,0.3915732946938606,1.0,0.0029458999633789062,0.515459080521934,1.0,1
2,armin,0.4,100,True,False,0.0,0.0,0.025822877883911133,0.43547787728007936,0.0,0
2,armin,0.5,100,True,False,0.0,0.0,0.024325132369995117,0.43547787728007936,0.0,1
2,armin,0.6,100,True,False,0.0,0.0,0.023828983306884766,0.43547787728007936,0.0,0
2,armin,0.7,100,True,True,0.3915732946938606,1.0,0.04766106605529785,0.515459080521934,1.0,1
2,armin,0.8,100,True,True,1.235742341949204,3.15583917160472,0.0653541088104248,0.6050641234373977,0.25,0
0,optimal,1.0,0,True,True,0.5909196123666834,1.0,0.0032258033752441406,0.5010420352030198,1.0,1
2,armin,0.4,100,True,False,0.10148588697804109,0.17174228922878607,0.025335073471069336,0.4324328594409611,0.3333333333333333,0
2,armin,0.5,100,True,False,0.22448127820901126,0.3798846298398264,0.028941869735717773,0.44803175684075014,0.3333333333333333,0
2,armin,0.6,100,True,False,0.48639993150297156,0.8231236894556577,0.03502202033996582,0.494597472299221,0.6666666666666666,1
2,armin,0.7,100,True,False,0.48639993150297156,0.8231236894556577,0.03457808494567871,0.494597472299221,0.6666666666666666,0
2,armin,0.8,100,True,True,0.7139150035976536,1.2081423406110403,0.03898286819458008,0.5168620341950974,1.0,1
0,optimal,1.0,0,True,True,5.360997037398995,1.0,0.012758970260620117,0.5074044920519145,1.0,1
2,armin,0.4,100,True,False,3.8500368321482243,0.7181568662116168,0.04521012306213379,0.3704475507928616,1.0,1
2,armin,0.5,100,True,False,4.485780107620631,0.8367436274124496,0.044920921325683594,0.42876106836833483,1.0,1
2,armin,0.6,100,True,False,4.485780107620631,0.8367436274124496,0.04325294494628906,0.42876106836833483,1.0,1
2,armin,0.7,100,True,False,5.219977668883785,0.9736953093740882,0.06426095962524414,0.49157943531408554,1.0,1
2,armin,0.8,100,True,True,5.360997037398995,1.0,0.04450702667236328,0.5074044920519145,1.0,1
0,optimal,1.0,0,True,True,0.7437021325508371,1.0,0.011990785598754883,0.500976023659544,1.0,1
2,armin,0.4,100,True,False,0.5019242660358801,0.6748995922793999,0.04401111602783203,0.4718113493783347,0.6666666666666666,1
2,armin,0.5,100,True,True,0.7437021325508371,1.0,0.04125618934631348,0.500976023659544,1.0,1
2,armin,0.6,100,True,True,1.0889038383177876,1.4641666208256485,0.03609800338745117,0.5599464711734736,0.3333333333333333,1
2,armin,0.7,100,True,True,3.747518652743044,5.039004849817176,0.039893150329589844,0.8038883424764374,0.25,1
2,armin,0.8,100,True,True,4.05964306284535,5.458694933307651,0.0331568717956543,0.8191783072012012,0.5,1
0,optimal,1.0,0,True,True,0.28312784558397214,1.0,0.0038728713989257812,0.5034070733924532,1.0,1
2,armin,0.4,100,True,False,0.0,0.0,0.023243188858032227,0.4718344531970061,0.0,1
2,armin,0.5,100,True,False,0.0,0.0,0.023814916610717773,0.4718344531970061,0.0,0
2,armin,0.6,100,True,False,0.0,0.0,0.023925065994262695,0.4718344531970061,0.0,0
2,armin,0.7,100,True,True,0.28312784558397214,1.0,0.027920961380004883,0.5034070733924532,1.0,1
2,armin,0.8,100,True,True,0.28312784558397214,1.0,0.026995182037353516,0.5034070733924532,1.0,0
0,optimal,1.0,0,True,True,2.3751749398907305,1.0,0.008491992950439453,0.5042144660005241,1.0,1
2,armin,0.4,100,True,False,1.9809418572803759,0.8340193490638247,0.04999589920043945,0.44578978632549915,0.75,1
2,armin,0.5,100,True,False,2.099609625694576,0.8839810451145836,0.047213077545166016,0.4750407309954303,1.0,1
2,armin,0.6,100,True,False,2.3126107525892516,0.9736591245340619,0.04799485206604004,0.49609418551925555,0.75,1
2,armin,0.7,100,True,True,2.420464615888848,1.0190679327393883,0.03912997245788574,0.502860684679775,0.75,1
2,armin,0.8,100,True,True,2.696029930085002,1.1350868876248048,0.04368901252746582,0.53201146789645,0.75,1
0,optimal,1.0,0,True,True,2.3411844583414316,1.0,0.005980014801025391,0.5021925689127563,1.0,1
2,armin,0.4,100,True,False,1.15034242670957,0.49135061639889266,0.03608298301696777,0.392982690214436,0.3333333333333333,1
2,armin,0.5,100,True,False,1.8331579851273547,0.78300450807965,0.05517721176147461,0.442829840502727,0.3333333333333333,1
2,armin,0.6,100,True,False,2.0601436189100304,0.8799578399599921,0.04331183433532715,0.4657131346615875,0.0,1
2,armin,0.7,100,True,False,2.243923608718946,0.9584565627556796,0.0342249870300293,0.49620192766178806,0.5,1
2,armin,0.8,100,True,True,2.552818663958123,1.0903962115683186,0.038949012756347656,0.5218026211447977,0.6666666666666666,1
0,optimal,1.0,0,True,True,0.6937545588842894,1.0,0.0041849613189697266,0.5082283165407304,1.0,1
2,armin,0.4,100,True,False,0.0,0.0,0.022181034088134766,0.40853696333433265,0.0,0
2,armin,0.5,100,True,False,0.10148588697804109,0.14628500191948693,0.023868083953857422,0.4239176956510765,0.5,0
2,armin,0.6,100,True,False,0.10148588697804109,0.14628500191948693,0.024473190307617188,0.4239176956510765,0.5,0
2,armin,0.7,100,True,False,0.15024385789710742,0.21656629995878188,0.025215864181518555,0.4268692630080324,0.5,1
2,armin,0.8,100,True,False,0.7195734026470516,1.0372161068091352,0.035505056381225586,0.49101901018286676,0.0,1
