n_missing,method,confidence,n_sampling,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_init
0,optimal,1.0,0,True,True,0.4634023578119425,1.0,0.02398085594177246,0.5019170350869495,1.0,1
2,armin,0.75,100,True,True,0.5193706850418658,1.120776958266225,0.05695509910583496,0.5079527941378138,0.75,1
2,armin,0.75,200,True,True,0.5675456489175231,1.2247362132495752,0.12128901481628418,0.5114477518595006,0.75,1
2,armin,0.75,300,True,True,0.5193706850418658,1.120776958266225,0.16345000267028809,0.5079527941378138,0.75,1
2,armin,0.75,400,True,True,0.5193706850418658,1.120776958266225,0.2261199951171875,0.5079527941378138,0.75,1
2,armin,0.75,500,True,True,0.5193706850418658,1.120776958266225,0.3007700443267822,0.5079527941378138,0.75,1
0,optimal,1.0,0,True,True,2.452143313560594,1.0,0.017521142959594727,0.500400475148283,1.0,1
2,armin,0.75,100,True,True,2.608527191668559,1.0637743631227208,0.07871317863464355,0.5202262894666752,0.75,1
2,armin,0.75,200,True,True,2.560883150472054,1.0443448130907023,0.13169097900390625,0.5141970955196472,0.75,1
2,armin,0.75,300,True,True,2.608527191668559,1.0637743631227208,0.19828414916992188,0.5202262894666752,0.75,1
2,armin,0.75,400,True,True,2.608527191668559,1.0637743631227208,0.22786307334899902,0.5202262894666752,0.75,1
2,armin,0.75,500,True,True,2.5840366661968712,1.0537869674691909,0.27378296852111816,0.5172123189235865,0.75,1
0,optimal,1.0,0,True,True,1.680067891510682,1.0,0.01483917236328125,0.5039407043077044,1.0,1
2,armin,0.75,100,True,True,1.8338887407505429,1.0915563293704449,0.08058595657348633,0.5290815774410218,0.3333333333333333,1
2,armin,0.75,200,True,True,1.7830040761279515,1.061269062480988,0.14992403984069824,0.5230616432607472,0.5,1
2,armin,0.75,300,True,True,1.7830040761279515,1.061269062480988,0.26923179626464844,0.5230616432607472,0.5,1
2,armin,0.75,400,True,True,1.8074946015996392,1.0758461671298163,0.23810291290283203,0.5260725577862363,0.3333333333333333,1
2,armin,0.75,500,True,True,1.7557660073108687,1.0450565814528605,0.3822629451751709,0.5165215949786588,0.3333333333333333,1
0,optimal,1.0,0,True,True,3.5112010722403966,1.0,0.02808094024658203,0.5009398206904203,1.0,1
2,armin,0.75,100,True,False,3.160928990863882,0.9002415201607875,0.10056805610656738,0.4476406806729767,0.25,1
2,armin,0.75,200,True,False,3.1713995805360917,0.9032235737250196,0.1980152130126953,0.45415096407966493,0.25,1
