n_missing,method,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_init
0,complete,True,True,2.697963037906381,2.697963037906381,0.009066104888916016,0.85309,1.0,1
1,incomplete,True,False,1.3489815189531904,0.5,0.005753993988037109,0.42103642,0.0,1
2,incomplete,True,True,2.697963037906381,1.0,0.006815910339355469,0.85309,1.0,1
3,incomplete,True,True,2.697963037906381,1.0,0.0068359375,0.85309,1.0,1
4,incomplete,True,False,0.0,0.0,0.0038208961486816406,0.2625782,0.0,0
0,complete,True,True,1.8335667893975456,1.8335667893975456,0.008151054382324219,0.5644959,1.0,1
1,incomplete,True,True,1.8335667893975456,1.0,0.00791311264038086,0.5644959,1.0,1
2,incomplete,True,False,0.0,0.0,0.0044019222259521484,0.27143836,0.0,0
3,incomplete,True,False,0.0,0.0,0.005424022674560547,0.27143836,0.0,0
4,incomplete,True,True,2.697963037906381,1.471428831230549,0.008489131927490234,0.63448185,0.5,1
0,complete,True,True,0.48458527044435523,0.48458527044435523,0.006057024002075195,0.64535403,1.0,1
1,incomplete,True,True,0.48458527044435523,1.0,0.004892110824584961,0.64535403,1.0,1
2,incomplete,True,True,0.5684252432738398,1.1730138696799532,0.006747007369995117,0.75413597,0.0,1
3,incomplete,True,True,1.053010513718195,2.1730138696799535,0.004602909088134766,0.90650713,0.5,1
4,incomplete,True,False,0.0,0.0,0.001093149185180664,0.36534446,0.0,1
0,complete,True,True,0.48458527044435523,0.48458527044435523,0.006142139434814453,0.8793488,1.0,1
1,incomplete,True,True,0.48458527044435523,1.0,0.005982160568237305,0.8793488,1.0,1
2,incomplete,True,True,0.6299927104216692,1.3000657445571513,0.005291938781738281,0.59501404,0.0,1
3,incomplete,True,False,0.0,0.0,0.001313924789428711,0.44311005,0.0,1
4,incomplete,True,True,0.48458527044435523,1.0,0.003882884979248047,0.8793488,1.0,1
0,complete,True,True,4.046944556859572,4.046944556859572,0.0018970966339111328,0.5143927,1.0,1
1,incomplete,True,False,0.0,0.0,0.0012691020965576172,0.17075431,0.0,1
2,incomplete,True,True,5.395926075812762,1.3333333333333333,0.002351999282836914,0.5716234,0.6666666666666666,1
3,incomplete,True,False,2.697963037906381,0.6666666666666666,0.004495859146118164,0.3869183,0.5,1
4,incomplete,True,False,0.0,0.0,0.002933979034423828,0.17075431,0.0,0
0,complete,True,True,0.48458527044435523,0.48458527044435523,0.004818916320800781,0.7172989,1.0,1
1,incomplete,True,True,0.48458527044435523,1.0,0.004045009613037109,0.7172989,1.0,1
2,incomplete,True,False,0.0,0.0,0.0010259151458740234,0.4794879,0.0,1
3,incomplete,True,False,0.0,0.0,0.003679037094116211,0.4794879,0.0,0
4,incomplete,True,False,0.0,0.0,0.003496885299682617,0.4794879,0.0,0
0,complete,True,True,0.7029270842563515,0.7029270842563515,0.005403041839599609,0.5042593,1.0,1
1,incomplete,True,True,0.7029270842563515,1.0,0.004682779312133789,0.5042593,1.0,1
2,incomplete,True,True,0.7029270842563515,1.0,0.004297971725463867,0.5042593,1.0,1
3,incomplete,True,False,0.6299927104216692,0.8962419069229037,0.004938840866088867,0.4559911,0.0,1
4,incomplete,True,False,0.6299927104216692,0.8962419069229037,0.004128932952880859,0.4559911,0.0,1
0,complete,True,True,2.5573317132833884,2.5573317132833884,0.006793022155761719,0.6720133,1.0,1
1,incomplete,True,True,2.5573317132833884,1.0,0.00856781005859375,0.6720133,1.0,1
2,incomplete,True,False,1.1590760299209504,0.45323648234620256,0.006376981735229492,0.18767512,0.3333333333333333,1
3,incomplete,True,False,1.8335667893975456,0.7169843395260631,0.006510019302368164,0.43198168,0.6666666666666666,1
4,incomplete,True,False,0.0,0.0,0.0014569759368896484,0.106494844,0.0,1
0,complete,True,True,1.3489815189531904,1.3489815189531904,0.006654977798461914,0.5220892,1.0,1
1,incomplete,True,False,0.6299927104216692,0.4670135962355833,0.005547046661376953,0.3760299,0.0,1
2,incomplete,True,True,1.3489815189531904,1.0,0.006464958190917969,0.68617785,0.0,1
3,incomplete,True,True,1.9789742293748596,1.4670135962355833,0.0027170181274414062,0.75266993,0.0,1
4,incomplete,True,False,0.6299927104216692,0.4670135962355833,0.0054569244384765625,0.3760299,0.0,1
0,complete,True,True,1.3489815189531904,1.3489815189531904,0.0056610107421875,0.5902852,1.0,1
1,incomplete,True,False,1.3489815189531904,1.0,0.0049631595611572266,0.48170936,0.0,1
2,incomplete,True,False,1.3489815189531904,1.0,0.004197120666503906,0.48170936,0.0,1
3,incomplete,True,False,0.0,0.0,0.004346132278442383,0.36347896,0.0,0
4,incomplete,True,False,0.0,0.0,0.0010991096496582031,0.36347896,0.0,1
0,complete,True,True,2.0891977464438254,2.0891977464438254,0.006579160690307617,0.54715806,1.0,1
1,incomplete,True,True,2.697963037906381,1.2913871089985516,0.003626108169555664,0.7691139,0.0,1
2,incomplete,True,True,2.697963037906381,1.2913871089985516,0.0025589466094970703,0.7691139,0.0,1
3,incomplete,True,True,3.372453797382976,1.6142338862481895,0.002053976058959961,0.7691139,0.0,1
4,incomplete,True,False,0.0,0.0,0.0013740062713623047,0.25498945,0.0,1
0,complete,True,True,0.48458527044435523,0.48458527044435523,0.005566835403442383,0.66498464,1.0,1
