n,n_missing,method,confidence,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_prob_init
0,0,optimal,1.0,True,True,9.055940688011672,1.0,0.0067751407623291016,0.6038760319070077,1.0,0.00014777515271768848
0,1,armin,0.01,True,False,8.554291533334293,0.9446055167585775,0.021396875381469727,0.4572465941160214,0.5,0.00014777515271768848
0,1,armin,0.36,True,False,8.583224893158045,0.9478004758269439,0.02770400047302246,0.45964896117914833,0.5,0.00014777515271768848
0,1,armin,0.38,True,False,8.62658951932378,0.9525890038948388,0.02597808837890625,0.4632530512285563,0.5,0.00014777515271768848
0,1,armin,0.39,True,False,8.669954145489514,0.9573775319627336,0.03435492515563965,0.46686098469543946,0.5,0.00014777515271768848
0,1,armin,0.4,True,False,8.756683397820984,0.9669545880985233,0.027087926864624023,0.4740868850539638,0.5,0.00014777515271768848
0,1,armin,0.41,True,False,8.843412650152455,0.9765316442343132,0.029588937759399414,0.48132365503375396,0.5,0.00014777515271768848
0,1,armin,0.44,True,False,8.88677727631819,0.981320172302208,0.02807903289794922,0.48494517125897496,0.5,0.00014777515271768848
0,1,armin,0.45,True,False,8.97350652864966,0.9908972284379977,0.03057384490966797,0.49219256868000805,0.5,0.00014777515271768848
0,1,armin,0.46,True,False,9.016871154815394,0.9956857565058925,0.03058600425720215,0.4958176889785497,0.5,0.00014777515271768848
0,1,armin,0.49,True,True,9.055940688011672,1.0,0.025655031204223633,0.6038760319070077,1.0,0.00014777515271768848
0,1,armin,0.72,True,True,9.128238674001159,1.0079834871362612,0.026234149932861328,0.6096451010449015,0.6666666666666666,0.00014777515271768848
0,1,armin,0.73,True,True,9.214967926332628,1.017560543272051,0.02651190757751465,0.6165253496992127,0.6666666666666666,0.00014777515271768848
0,1,armin,0.75,True,True,9.258332552498363,1.022349071339946,0.02618885040283203,0.619948243684483,0.6666666666666666,0.00014777515271768848
0,1,armin,0.76,True,True,9.267149161112151,1.0233226431551257,0.025292158126831055,0.6339625675868876,0.5,0.00014777515271768848
0,1,armin,0.79,True,True,9.382811773267372,1.0360946583592818,0.038973093032836914,0.642891401393572,0.5,0.00014777515271768848
0,1,armin,0.81,True,True,9.556270277930313,1.0552487706308613,0.037240028381347656,0.6560964129729387,0.5,0.00014777515271768848
0,1,armin,0.83,True,True,9.76879831578953,1.078717126396548,0.03366804122924805,0.7581068561437263,1.0,0.00014777515271768848
0,1,armin,0.97,True,True,9.980006788890009,1.1020397695516737,0.02418994903564453,0.7807326243576227,0.5,0.00014777515271768848
0,1,armin,0.98,True,True,10.00894014871376,1.1052347286200401,0.023866891860961914,0.7823846045635785,0.5,0.00014777515271768848
0,1,armin,0.99,True,True,10.312492531873906,1.1387544250953043,0.03449583053588867,0.7991733182149778,0.5,0.00014777515271768848
0,1,armin,1.0,True,True,10.481655943567388,1.1574342527930963,0.00953817367553711,0.8656479637638175,1.0,0.00014777515271768848
2,0,optimal,1.0,True,True,7.419016959355478,1.0,0.006473064422607422,0.5138995429933589,1.0,0.0004919141013449702
2,1,armin,0.01,True,False,6.70615933157762,0.903914813555058,0.03535199165344238,0.3396007186234703,1.0,0.0004919141013449702
2,1,armin,0.04,True,False,6.917367804678099,0.932383339002239,0.03739786148071289,0.3687783078916851,1.0,0.0004919141013449702
2,1,armin,0.05,True,False,7.080646175711731,0.954391426047752,0.039338111877441406,0.3815780596223044,0.6666666666666666,0.0004919141013449702
2,1,armin,0.06,True,False,7.161760770315007,0.9653247606185793,0.05713009834289551,0.40161250273940285,0.5,0.0004919141013449702
2,1,armin,0.07,True,False,7.205125396480741,0.9711698242440305,0.046121835708618164,0.4051026921323132,0.5,0.0004919141013449702
2,1,armin,0.09,True,False,7.207808486254999,0.971531474552819,0.037529945373535156,0.48200774966884774,1.0,0.0004919141013449702
2,1,armin,0.19,True,False,7.284357604957163,0.9818494343474296,0.033262014389038086,0.4884022260003762,0.6666666666666666,0.0004919141013449702
2,1,armin,0.2,True,True,7.419016959355478,1.0,0.05404090881347656,0.5138995429933589,1.0,0.0004919141013449702
2,1,armin,0.23,True,True,7.58229533038911,1.022008087045513,0.05187106132507324,0.5275267467366831,0.6666666666666666,0.0004919141013449702
2,1,armin,0.24,True,True,7.625659956554845,1.0278531506709643,0.03974294662475586,0.5311399094308886,0.6666666666666666,0.0004919141013449702
2,1,armin,0.25,True,True,7.630225432455957,1.028468525447181,0.04680800437927246,0.5456785528203587,1.0,0.0004919141013449702
2,1,armin,0.26,True,True,7.6634099249923855,1.0329414216163404,0.04050397872924805,0.5484284844112366,0.6666666666666666,0.0004919141013449702
2,1,armin,0.27,True,True,7.70677455115812,1.0387864852417916,0.04651689529418945,0.5520175448759885,0.6666666666666666,0.0004919141013449702
2,1,armin,0.28,True,True,7.8802330558210585,1.0621667397435965,0.03948497772216797,0.5663160518886003,0.6666666666666666,0.0004919141013449702
2,1,armin,0.3,True,True,7.920666114032857,1.067616660997761,0.03880906105041504,0.65671439944248,1.0,0.0004919141013449702
2,1,armin,0.59,True,True,7.9538506065692856,1.0720895571669202,0.031568050384521484,0.6592119789675468,0.6666666666666666,0.0004919141013449702
2,1,armin,0.6,True,True,8.083944485066489,1.089624748043274,0.038812875747680664,0.6689173337286364,0.6666666666666666,0.0004919141013449702
2,1,armin,0.61,True,True,8.127309111232224,1.0954698116687251,0.0390629768371582,0.6721212816266422,0.6666666666666666,0.0004919141013449702
2,1,armin,0.62,True,True,8.131874587133336,1.096085186444942,0.03841996192932129,0.6848819278250013,1.0,0.0004919141013449702
2,1,armin,0.66,True,True,8.2084237058355,1.1064031462395527,0.044777870178222656,0.6903807040030939,0.6666666666666666,0.0004919141013449702
2,1,armin,0.67,True,True,8.295152958166968,1.118093273490455,0.04185914993286133,0.6965462499558508,0.6666666666666666,0.0004919141013449702
2,1,armin,0.69,True,True,8.338517584332703,1.1239383371159062,0.043131113052368164,0.6996028981965517,0.6666666666666666,0.0004919141013449702
2,1,armin,0.7,True,True,8.381882210498437,1.1297834007413574,0.04091000556945801,0.7026419012569409,0.6666666666666666,0.0004919141013449702
2,1,armin,0.73,True,True,8.425246836664172,1.1356284643668089,0.040344953536987305,0.7056630946790501,0.6666666666666666,0.0004919141013449702
2,1,armin,0.8,True,True,8.555340715161377,1.1531636552431626,0.03483915328979492,0.7146182571810547,0.6666666666666666,0.0004919141013449702
2,1,armin,0.83,True,True,8.633523741810714,1.163701847442703,0.033453941345214844,0.7972788363723256,1.0,0.0004919141013449702
2,1,armin,0.94,True,True,8.666708234347144,1.1681747436118624,0.02969813346862793,0.7990666438120543,0.6666666666666666,0.0004919141013449702
2,1,armin,0.95,True,True,8.883531365175816,1.1974000617391185,0.0336308479309082,0.8104572815708357,0.6666666666666666,0.0004919141013449702
2,1,armin,0.96,True,True,9.056989869838755,1.2207803162409236,0.03029012680053711,0.81920857834571,0.6666666666666666,0.0004919141013449702
2,1,armin,0.97,True,True,9.273813000667428,1.2500056343681796,0.03332710266113281,0.8297007448449747,0.6666666666666666,0.0004919141013449702
2,1,armin,0.98,True,True,9.317177626833164,1.2558506979936312,0.034458160400390625,0.8317401417917631,0.6666666666666666,0.0004919141013449702
2,1,armin,0.99,True,True,9.447271505330367,1.2733858888699847,0.03442502021789551,0.8377414393613748,0.6666666666666666,0.0004919141013449702
2,1,armin,1.0,True,True,9.66409463615904,1.302611206997241,0.012022018432617188,0.8473584625710074,0.6666666666666666,0.0004919141013449702
5,0,optimal,1.0,True,True,7.204783355763852,1.0,0.00766301155090332,0.5004922076365115,1.0,0.0053700383069006374
5,1,armin,0.01,True,False,3.35307966578881,0.4653963207799072,0.03294992446899414,0.14858840783002625,0.5,0.0053700383069006374
5,1,armin,0.03,True,False,3.564288138889289,0.4947113553439252,0.04085898399353027,0.16546666153664713,0.25,0.0053700383069006374
5,1,armin,0.05,True,False,4.065937293566668,0.5643385918486923,0.024859905242919922,0.26404897155145957,0.5,0.0053700383069006374
5,1,armin,0.08,True,False,4.515597799884398,0.6267499766348844,0.027055025100708008,0.27063675498252415,0.5,0.0053700383069006374
5,1,armin,0.09,True,False,4.965258306202128,0.6891613614210764,0.026882171630859375,0.2938285695575691,0.5,0.0053700383069006374
5,1,armin,0.1,True,False,5.639749065678723,0.7827784386003646,0.042114973068237305,0.3044047840251315,0.5,0.0053700383069006374
5,1,armin,0.11,True,False,5.703411146640711,0.7916145239923088,0.04349803924560547,0.32510754050703405,0.5,0.0053700383069006374
5,1,armin,0.14,True,False,6.153071652958442,0.8540259087785009,0.039402008056640625,0.33253037046022815,0.5,0.0053700383069006374
5,1,armin,0.15,True,False,6.20506030131809,0.8612417604970759,0.038301944732666016,0.4657230051907796,0.75,0.0053700383069006374
5,1,armin,0.4,True,False,6.654720807635821,0.923653145283268,0.027415037155151367,0.47410101725162246,0.75,0.0053700383069006374
5,1,armin,0.42,True,False,6.879551060794685,0.954858837676364,0.027332067489624023,0.4985066977583398,0.75,0.0053700383069006374
5,1,armin,0.48,True,True,7.274621805193802,1.0096933448212677,0.03531694412231445,0.5760379108927149,0.75,0.0053700383069006374
5,1,armin,0.65,True,True,7.499452058352667,1.0408990372143638,0.028985977172851562,0.580139665639127,0.75,0.0053700383069006374
5,1,armin,0.67,True,True,7.724282311511532,1.07210472960746,0.026324987411499023,0.5842303793732726,0.75,0.0053700383069006374
5,1,armin,0.69,True,True,7.949112564670397,1.1033104220005558,0.026823997497558594,0.6077536622361203,0.75,0.0053700383069006374
5,1,armin,0.75,True,True,8.344183309069514,1.1581449291454597,0.03500103950500488,0.6792619833985504,0.75,0.0053700383069006374
5,1,armin,0.88,True,True,9.018674068546108,1.2517620063247477,0.03076910972595215,0.7071810871673034,0.75,0.0053700383069006374
5,1,armin,0.9,True,True,9.413744812945223,1.3065965134696513,0.03186392784118652,0.767497645299925,0.75,0.0053700383069006374
5,1,armin,0.96,True,True,9.63857506610409,1.3378022058627477,0.025413036346435547,0.7704851026036899,0.75,0.0053700383069006374
5,1,armin,0.97,True,True,9.863405319262954,1.3690078982558436,0.03206586837768555,0.7734455047146883,0.75,0.0053700383069006374
5,1,armin,0.98,True,True,10.08823557242182,1.4002135906489395,0.02371501922607422,0.7901094383277814,0.75,0.0053700383069006374
