n,n_missing,method,confidence,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_prob_init
2,0,optimal,1.0,True,True,12.859167803250081,1.0,0.009713888168334961,0.5026209606471919,1.0,0.0004919141013449702
2,1,armin,0.01,True,False,8.389031048035108,0.6523774459117664,0.06448483467102051,0.3069759692181898,0.6666666666666666,0.0004919141013449702
2,1,armin,0.02,True,False,10.174550159326875,0.791229285985001,0.06557703018188477,0.336244981890067,0.6666666666666666,0.0004919141013449702
2,1,armin,0.03,True,False,10.18164960661157,0.791781378266035,0.06735706329345703,0.4084341274313652,0.6666666666666666,0.0004919141013449702
2,1,armin,0.09,True,False,10.82959554475316,0.8421692375781924,0.06388497352600098,0.4165851197571774,0.5,0.0004919141013449702
2,1,armin,0.1,True,False,11.127234194942726,0.8653152649684206,0.04994511604309082,0.42067807965994997,0.5,0.0004919141013449702
2,1,armin,0.11,True,False,11.65998674512368,0.9067450494095493,0.08714604377746582,0.42889626334077,0.5,0.0004919141013449702
2,1,armin,0.12,True,False,12.00933766145531,0.9339125085855104,0.1043238639831543,0.4412573406504423,1.0,0.0004919141013449702
2,1,armin,0.14,True,False,12.075596696352871,0.9390651775537787,0.07411503791809082,0.4484202693375403,1.0,0.0004919141013449702
2,1,armin,0.15,True,False,12.110388364693566,0.941770770083017,0.0711519718170166,0.45200996526440385,1.0,0.0004919141013449702
2,1,armin,0.16,True,False,12.311765947894136,0.9574310045773263,0.07358503341674805,0.4700260520384548,1.0,0.0004919141013449702
2,1,armin,0.17,True,False,12.41379042375115,0.965364992018662,0.07169795036315918,0.4772570871346291,1.0,0.0004919141013449702
2,1,armin,0.18,True,False,12.533405925726774,0.9746669549299316,0.060955047607421875,0.4844976679667985,1.0,0.0004919141013449702
2,1,armin,0.19,True,False,12.599086845389522,0.9797746664605446,0.04451417922973633,0.48812059107664274,1.0,0.0004919141013449702
2,1,armin,0.2,True,True,13.19310614639596,1.0259688922530024,0.06693506240844727,0.5068248910776003,0.75,0.0004919141013449702
2,1,armin,0.21,True,True,13.477241556642857,1.0480648330319293,0.06025290489196777,0.5120634387927001,1.0,0.0004919141013449702
2,1,armin,0.23,True,True,13.59143001918642,1.056944759345256,0.05932807922363281,0.5265434326302858,1.0,0.0004919141013449702
2,1,armin,0.24,True,True,13.620336629453556,1.0591926972141303,0.06027793884277344,0.5301574175949353,1.0,0.0004919141013449702
2,1,armin,0.25,True,True,13.708792467493153,1.0660715123437718,0.06067299842834473,0.5409789149491999,1.0,0.0004919141013449702
2,1,armin,0.26,True,True,13.770193512905427,1.0708463971848232,0.049963951110839844,0.5481724674202945,1.0,0.0004919141013449702
2,1,armin,0.27,True,True,13.801956220031773,1.073316440939779,0.04786515235900879,0.5517618996162881,1.0,0.0004919141013449702
2,1,armin,0.28,True,True,13.93916856054225,1.0839868313266123,0.059700965881347656,0.5660621520080344,1.0,0.0004919141013449702
2,1,armin,0.3,True,True,13.976975916175576,1.0869269403765751,0.04191899299621582,0.569621044846343,1.0,0.0004919141013449702
2,1,armin,0.32,True,True,14.016791864102837,1.0900232486708956,0.038465023040771484,0.5731727583150341,1.0,0.0004919141013449702
2,1,armin,0.33,True,True,14.1043845064706,1.096834936931595,0.04286599159240723,0.580253247625685,1.0,0.0004919141013449702
2,1,armin,0.35,True,True,14.206408982327613,1.1047689243729306,0.037516117095947266,0.5873008523414328,1.0,0.0004919141013449702
2,1,armin,0.36,True,True,14.459538256267484,1.1244536565276735,0.03319907188415527,0.6012866074133922,1.0,0.0004919141013449702
2,1,armin,0.38,True,True,14.527287713353283,1.1297222289673827,0.03260493278503418,0.6047583221370539,1.0,0.0004919141013449702
2,1,armin,0.39,True,True,14.651786361826543,1.1394039323542686,0.03242182731628418,0.6116698388440025,1.0,0.0004919141013449702
2,1,armin,0.4,True,True,15.240215607713834,1.1851634445474735,0.05981802940368652,0.6162044366482344,0.75,0.0004919141013449702
2,1,armin,0.41,True,True,15.5973709501577,1.2129378190566542,0.04055190086364746,0.6235840349133723,0.75,0.0004919141013449702
2,1,armin,0.43,True,True,15.876676811194642,1.2346581873814495,0.039175987243652344,0.6275232341841344,0.75,0.0004919141013449702
2,1,armin,0.46,True,True,16.05708449578627,1.2486876865957013,0.04067182540893555,0.6297267514566074,0.75,0.0004919141013449702
2,1,armin,0.48,True,True,16.12276541544902,1.2537953981263146,0.0533452033996582,0.6331019345044167,0.75,0.0004919141013449702
2,1,armin,0.49,True,True,16.258347724836316,1.2643390282788838,0.05553412437438965,0.6398130088449574,0.75,0.0004919141013449702
2,1,armin,0.5,True,True,16.38284637330958,1.27402073166577,0.058483123779296875,0.6464698758056959,0.75,0.0004919141013449702
2,1,armin,0.51,True,True,16.834300996710866,1.3091283397403128,0.07047009468078613,0.6469576103444064,0.75,0.0004919141013449702
2,1,armin,0.52,True,True,16.923821058192626,1.3160899147700076,0.06290793418884277,0.6507891849535661,0.75,0.0004919141013449702
2,1,armin,0.53,True,True,16.925014084723447,1.31618269111052,0.07699084281921387,0.651315044097881,0.75,0.0004919141013449702
2,1,armin,0.54,True,True,17.02928062360902,1.3242910337716385,0.048133134841918945,0.6583252198664753,0.75,0.0004919141013449702
2,1,armin,0.6,True,True,17.115108589245917,1.3309654910110258,0.04779505729675293,0.6680431116403587,0.75,0.0004919141013449702
2,1,armin,0.61,True,True,17.144015199513053,1.3332134288799,0.044914960861206055,0.671251361758919,0.75,0.0004919141013449702
2,1,armin,0.62,True,True,17.202606013563834,1.3377697745896102,0.04286909103393555,0.6776199579543206,0.75,0.0004919141013449702
2,1,armin,0.64,True,True,17.262855754893597,1.3424551276584562,0.048745155334472656,0.6839232741373975,0.75,0.0004919141013449702
2,1,armin,0.66,True,True,17.32563479009127,1.347337172605549,0.0395810604095459,0.6901596987254739,0.75,0.0004919141013449702
2,1,armin,0.67,True,True,17.39189382498883,1.3524898415738171,0.03811383247375488,0.6963277098156943,0.75,0.0004919141013449702
2,1,armin,0.69,True,True,17.426685493329526,1.3551954341030554,0.04146003723144531,0.6993856093368542,0.75,0.0004919141013449702
2,1,armin,0.7,True,True,17.462847130601748,1.3580075629923822,0.04070401191711426,0.7024258756155104,0.75,0.0004919141013449702
2,1,armin,0.73,True,True,17.500654486235074,1.360947672042345,0.03794693946838379,0.7054483437911729,0.75,0.0004919141013449702
2,1,armin,0.8,True,True,17.628063076530097,1.3708556685973647,0.03659200668334961,0.714407395745826,0.75,0.0004919141013449702
2,1,armin,0.83,True,True,17.78769009348875,1.3832691481787034,0.036318063735961914,0.7232008709117455,0.75,0.0004919141013449702
2,1,armin,0.84,True,True,18.11594823963174,1.408796316901086,0.033084869384765625,0.7374792999677358,0.75,0.0004919141013449702
2,1,armin,0.86,True,True,18.17546493188604,1.4134246640200383,0.029860973358154297,0.740277375180878,0.75,0.0004919141013449702
2,1,armin,0.87,True,True,22.67459765124509,1.7633021046287471,0.045475006103515625,0.7447738711727319,0.6666666666666666,0.0004919141013449702
2,1,armin,0.88,True,True,22.956043781719025,1.7851889121407232,0.05430889129638672,0.7451372778721319,0.5,0.0004919141013449702
2,1,armin,0.89,True,True,23.899488100613187,1.858556359655928,0.05138707160949707,0.7573490030403915,0.5,0.0004919141013449702
2,1,armin,0.91,True,True,24.85364137259552,1.9327565945841303,0.048963069915771484,0.791804340753584,1.0,0.0004919141013449702
2,1,armin,0.94,True,True,25.02635397036029,1.9461876812926435,0.05715584754943848,0.7988856068020382,1.0,0.0004919141013449702
2,1,armin,0.95,True,True,25.3521158478836,1.971520726362712,0.04604601860046387,0.810284070702278,1.0,0.0004919141013449702
