n,n_missing,method,confidence,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_prob_init
0,0,optimal,1.0,True,True,11.461548956182417,1.0,0.04092693328857422,0.5023112824357969,1.0,0.001128993774966669
0,1,armin,0.01,True,False,6.533070483395194,0.5699989162347225,0.050479888916015625,0.21839713770811153,0.6666666666666666,0.001128993774966669
0,1,armin,0.05,True,False,7.065823033576148,0.6164806397973641,0.041893959045410156,0.22419291439103195,0.6666666666666666,0.001128993774966669
0,1,armin,0.06,True,False,8.26612853226591,0.721205184732655,0.07974696159362793,0.24891832230951727,0.6666666666666666,0.001128993774966669
0,1,armin,0.07,True,False,8.389031048035108,0.7319282132028081,0.10351705551147461,0.30339587385341804,0.6666666666666666,0.001128993774966669
0,1,armin,0.12,True,False,9.501564569456171,0.8289948074017499,0.09455204010009766,0.3214552241215628,0.5,0.001128993774966669
0,1,armin,0.13,True,False,9.625961094588273,0.839848185562736,0.08239507675170898,0.3251344084725679,0.5,0.001128993774966669
0,1,armin,0.14,True,False,9.715481156070034,0.8476586535739966,0.06722187995910645,0.32883529541054957,0.5,0.001128993774966669
0,1,armin,0.15,True,False,10.041956922268222,0.8761430903151655,0.09645915031433105,0.3444844361535442,1.0,0.001128993774966669
0,1,armin,0.16,True,False,10.097204580529844,0.8809633513874546,0.0981130599975586,0.3510634713863958,1.0,0.001128993774966669
0,1,armin,0.18,True,False,10.180182093340155,0.888202993527233,0.08956098556518555,0.361038410985532,1.0,0.001128993774966669
0,1,armin,0.22,True,False,10.18164960661157,0.8883310314806566,0.09747314453125,0.40436117635032987,0.6666666666666666,0.001128993774966669
0,1,armin,0.3,True,False,10.460790865971534,0.9126856157019624,0.0682229995727539,0.40630042290303436,0.75,0.001128993774966669
0,1,armin,0.31,True,False,10.646562309384832,0.9288938476018133,0.08781313896179199,0.4196244414498477,1.0,0.001128993774966669
0,1,armin,0.33,True,False,10.674778989396021,0.9313557033351929,0.06849288940429688,0.42316046833155696,1.0,0.001128993774966669
0,1,armin,0.36,True,False,10.73162552798618,0.9363154639057304,0.05759406089782715,0.43025584334942857,1.0,0.001128993774966669
0,1,armin,0.37,True,False,10.8764648762575,0.9489524424524384,0.037956953048706055,0.4481138988338633,1.0,0.001128993774966669
0,1,armin,0.4,True,False,10.936714617587265,0.9542091264800597,0.03907513618469238,0.45529743398471156,1.0,0.001128993774966669
0,1,armin,0.41,True,False,11.032122954291706,0.9625333361544404,0.04714488983154297,0.46610678169453057,1.0,0.001128993774966669
0,1,armin,0.42,True,False,11.0657526876825,0.9654674712804482,0.03677797317504883,0.4697174907130237,1.0,0.001128993774966669
0,1,armin,0.44,True,False,11.100544356023194,0.9685029831884551,0.03775596618652344,0.4733313725429228,1.0,0.001128993774966669
0,1,armin,0.45,True,False,11.136705993295415,0.9716580224776878,0.03802800178527832,0.4769480508530278,1.0,0.001128993774966669
0,1,armin,0.46,True,False,11.214329296856,0.9784305192717372,0.03599405288696289,0.4841882858900919,1.0,0.001128993774966669
0,1,armin,0.47,True,False,11.301921939223764,0.9860728233532039,0.033754825592041016,0.4914351645829912,1.0,0.001128993774966669
0,1,armin,0.5,True,False,11.35084931929163,0.9903416512624957,0.03174090385437012,0.49506014484746175,1.0,0.001128993774966669
0,1,armin,0.51,True,False,11.403946415080776,0.9949742795391918,0.03200507164001465,0.4986856445336606,1.0,0.001128993774966669
0,1,armin,0.54,True,True,11.5235619170564,1.0054105218335723,0.0369570255279541,0.5059366772899463,1.0,0.001128993774966669
0,1,armin,0.55,True,True,11.65707568902065,1.0170593637549106,0.038970947265625,0.5131852134699717,1.0,0.001128993774966669
0,1,armin,0.58,True,True,11.724825146106447,1.022970384799693,0.03870701789855957,0.516807593419948,1.0,0.001128993774966669
0,1,armin,0.59,True,True,11.789807102325408,1.0286399462583917,0.038060903549194336,0.5204282078898237,1.0,0.001128993774966669
0,1,armin,0.61,True,True,11.849323794579709,1.0338326730426888,0.03734016418457031,0.5240466777263963,1.0,0.001128993774966669
0,1,armin,0.62,True,True,12.12862965561665,1.058201618470984,0.04311203956604004,0.5282394891738815,0.75,0.001128993774966669
0,1,armin,0.64,True,True,12.559100050942599,1.0957594038079954,0.05163002014160156,0.5370675635323257,0.75,0.001128993774966669
0,1,armin,0.66,True,True,12.616191020849131,1.10074049058124,0.048506975173950195,0.5442707754020533,0.75,0.001128993774966669
0,1,armin,0.67,True,True,12.673834626846634,1.1057697938820306,0.04047799110412598,0.5514555132120907,0.75,0.001128993774966669
0,1,armin,0.71,True,True,12.732425440897414,1.110881739420524,0.041275978088378906,0.5586188383192823,0.75,0.001128993774966669
0,1,armin,0.72,True,True,12.762290464886233,1.113487410268591,0.03929495811462402,0.5621915623472283,0.75,0.001128993774966669
0,1,armin,0.73,True,True,12.823691510298506,1.1188445435537178,0.038015127182006836,0.5693173372363862,0.75,0.001128993774966669
0,1,armin,0.74,True,True,12.855454217424851,1.1216157839199,0.03758382797241211,0.5728696776698388,0.75,0.001128993774966669
0,1,armin,0.76,True,True,12.88808351893162,1.1244626331225258,0.040390968322753906,0.5764145179204175,0.75,0.001128993774966669
0,1,armin,0.77,True,True,12.921713252322412,1.1273967682485337,0.03704214096069336,0.5799515101407388,0.75,0.001128993774966669
0,1,armin,0.78,True,True,12.992666557935328,1.1335873194457733,0.0342249870300293,0.5870005751559713,0.75,0.001128993774966669
0,1,armin,0.8,True,True,13.206809883931543,1.1522709482305813,0.0361180305480957,0.6044621923365606,0.75,0.001128993774966669
