n_missing,method,confidence,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_init
0,optimal,1.0,True,True,1.6853682879913419,1.0,0.43163108825683594,0.5049066918870665,1.0,1
1,mean,1.0,True,False,1.8091767011634685,1.0734607468612598,0.3710329532623291,0.4528472167472878,0.25,1
1,knn,1.0,True,True,1.6853682879913419,1.0,0.3662428855895996,0.5049066918870665,1.0,1
1,mice,1.0,True,False,1.6020060756408223,0.9505376878487061,0.5589179992675781,0.49939787893857346,1.0,1
1,robust,1.0,True,True,2.2752252917780296,1.3499870075814064,7.236912727355957,0.5476438241563174,0.75,1
1,armin,0.75,True,True,1.8436494182523104,1.0939148620445514,180.02847909927368,0.5141352736912403,0.75,1
2,mean,1.0,True,False,1.040127348557061,0.6171513703967381,0.1416621208190918,0.43990732872114935,0.75,1
2,knn,1.0,True,False,1.3343119008911932,0.7917034575757058,0.3527710437774658,0.4712645361920118,0.75,1
2,mice,1.0,True,False,1.523044447051395,0.9036864274137922,0.4400310516357422,0.4883578002778922,0.75,1
2,robust,1.0,True,True,4.493026528605789,2.6659019044203536,9.839176893234253,0.6343848874850235,0.75,1
2,armin,0.75,True,True,1.8932392574442083,1.1233386025677579,180.0151219367981,0.5153503509940395,0.75,1
3,mean,1.0,True,False,1.24603511131283,0.7393251197326618,0.24179410934448242,0.4642289255787755,1.0,1
3,knn,1.0,True,True,1.9288541832942432,1.1444704383236575,0.5045301914215088,0.5641132118044145,0.25,1
3,mice,1.0,True,True,1.6853682879913419,1.0,0.3931739330291748,0.5049066918870665,1.0,1
3,robust,1.0,True,True,1.9288541832942432,1.1444704383236575,1.6902515888214111,0.5641132118044145,0.25,1
3,armin,0.75,True,True,1.9006901841623751,1.1277595512537253,180.0084011554718,0.5196379049083677,0.75,1
0,optimal,1.0,True,True,0.18699032246450883,1.0,0.1053168773651123,0.5164334751122155,1.0,1
1,mean,1.0,True,False,0.1659136307133001,0.887284585247939,0.1716480255126953,0.46770771681449763,1.0,1
1,knn,1.0,True,False,0.1659136307133001,0.887284585247939,0.13225293159484863,0.46770771681449763,1.0,1
1,mice,1.0,True,False,0.1659136307133001,0.887284585247939,0.15974879264831543,0.46770771681449763,1.0,1
1,robust,1.0,True,True,1.4450490062992873,7.727934725464526,4.403478622436523,0.5124870156375156,0.0,1
1,armin,0.75,True,True,1.2651069877727383,6.765628141065206,180.0072159767151,0.5029078703004577,0.0,1
2,mean,1.0,True,False,0.2427373751548335,1.2981280098113397,0.061990976333618164,0.3969796200318032,0.0,1
2,knn,1.0,True,False,0.1659136307133001,0.887284585247939,0.12109804153442383,0.46770771681449763,1.0,1
2,mice,1.0,True,True,0.18699032246450883,1.0,0.12176084518432617,0.5164334751122155,1.0,1
2,robust,1.0,True,True,0.25281168084523464,1.3520040904428028,0.6781067848205566,0.5157302699782957,0.3333333333333333,1
2,armin,0.75,True,True,0.20287032821066558,1.0849242117819804,14.912115097045898,0.5030618149080998,0.5,1
3,mean,1.0,True,False,0.44019640987918074,2.354113325638716,0.13906502723693848,0.4898145401599402,0.3333333333333333,1
3,knn,1.0,True,True,0.8088890069152035,4.325833531137594,0.4147958755493164,0.640007929711167,0.3333333333333333,1
3,mice,1.0,True,True,0.26314555079297225,1.4072682870682671,0.22136902809143066,0.5263412532711269,0.3333333333333333,1
3,robust,1.0,True,True,0.8497239917664848,4.544213735594601,2.2142868041992188,0.6424853043866192,0.25,1
3,armin,0.75,True,True,0.5121196745564033,2.7387496198024084,180.01318788528442,0.5772217301055029,0.3333333333333333,1
0,optimal,1.0,True,True,0.3207561832006848,1.0,0.15358400344848633,0.5004391238590912,1.0,1
1,mean,1.0,True,True,0.39745137294905136,1.2391074397477206,0.2193460464477539,0.6005275021112965,1.0,1
1,knn,1.0,True,True,0.38141264534138664,1.1891045763652557,0.21891999244689941,0.5750509971281772,1.0,1
1,mice,1.0,True,False,0.21542348272883963,0.6716113172916061,0.07670998573303223,0.4480561604438449,0.6666666666666666,1
1,robust,1.0,True,False,0.2861811484705252,0.8922077373999451,0.41126251220703125,0.47593465104331834,1.0,1
1,armin,0.75,True,False,0.21542348272883963,0.6716113172916061,64.2723491191864,0.4480561604438449,0.6666666666666666,1
2,mean,1.0,True,False,0.04887093294635919,0.1523616238935682,0.05986499786376953,0.37413231445040107,0.5,1
2,knn,1.0,True,True,0.3743110226335522,1.1669643244238264,0.2999088764190674,0.5590489564113532,1.0,1
2,mice,1.0,True,True,0.3207940456058332,1.000118041076467,0.15636801719665527,0.5020531328953527,1.0,1
2,robust,1.0,True,True,1.7628611818328512,5.495953855797994,2.2722387313842773,0.7801300998567058,0.5,1
2,armin,0.75,True,True,1.1565755674238858,3.605777933516128,180.005441904068,0.535238205482639,0.6666666666666666,1
3,mean,1.0,True,False,0.04923389213260085,0.15349319736042968,0.051505088806152344,0.39090431394784586,0.5,1
3,knn,1.0,True,True,1.0055006718604382,3.1347818826966627,0.3755319118499756,0.7068491694626163,0.6666666666666666,1
3,mice,1.0,True,True,1.3552632865668912,4.225213285191622,0.35861897468566895,0.7762320353735352,0.6666666666666666,1
3,robust,1.0,True,True,3.2745084927937462,10.208715106031214,11.054063320159912,0.8733923148035119,0.5,1
3,armin,0.75,True,True,3.7559338825488524,11.709622695562846,180.01172995567322,0.6354339880943829,0.25,1
0,optimal,1.0,True,True,0.1739753508102227,1.0,0.05412793159484863,0.5097018221206597,1.0,1
1,mean,1.0,True,True,0.5357168267176127,3.079268552830728,0.203294038772583,0.6912093034730542,0.25,1
