n_missing,method,feasible,valid,cost,relative_cost,time,probability_target,sign_agreement,y_init
0,complete,True,True,1.2445048102188585,1.2445048102188585,0.006762981414794922,0.6167867,1.0,1
1,incomplete,True,True,1.8141669687188364,1.4577420302616566,0.005170106887817383,0.7859638,0.0,1
2,incomplete,True,False,0.0,0.0,0.006574869155883789,0.426139,0.0,0
3,incomplete,True,False,0.0,0.0,0.0062029361724853516,0.426139,0.0,0
4,incomplete,True,True,1.2445048102188585,1.0,0.005473136901855469,0.6167867,1.0,1
0,complete,True,True,1.3076449022073942,1.3076449022073942,0.005370140075683594,0.6303735,1.0,1
1,incomplete,True,True,1.3076449022073942,1.0,0.0045850276947021484,0.6303735,1.0,1
2,incomplete,True,False,0.0,0.0,0.0045621395111083984,0.43255782,0.0,0
3,incomplete,True,False,0.0,0.0,0.003857851028442383,0.43255782,0.0,0
4,incomplete,True,True,1.3076449022073942,1.0,0.006448030471801758,0.6303735,1.0,1
0,complete,True,True,0.349981740548149,0.349981740548149,0.006264925003051758,0.7358248,1.0,1
1,incomplete,True,True,0.349981740548149,1.0,0.005655050277709961,0.7358248,1.0,1
2,incomplete,True,True,0.349981740548149,1.0,0.004397869110107422,0.7358248,1.0,1
3,incomplete,True,True,0.349981740548149,1.0,0.003448009490966797,0.7358248,1.0,1
4,incomplete,True,False,0.0,0.0,0.003677845001220703,0.19035763,0.0,0
0,complete,True,True,0.349981740548149,0.349981740548149,0.00646209716796875,0.904278,1.0,1
1,incomplete,True,True,0.349981740548149,1.0,0.006250143051147461,0.904278,1.0,1
2,incomplete,True,True,0.349981740548149,1.0,0.005239009857177734,0.904278,1.0,1
3,incomplete,True,False,0.0,0.0,0.004739999771118164,0.37035257,0.0,0
4,incomplete,True,False,0.0,0.0,0.0035469532012939453,0.37035257,0.0,0
0,complete,True,True,3.058671778937695,3.058671778937695,0.005123138427734375,0.5424578,1.0,1
1,incomplete,True,True,3.058671778937695,1.0,0.005589962005615234,0.5424578,1.0,1
2,incomplete,True,True,3.058671778937695,1.0,0.005689144134521484,0.5424578,1.0,1
3,incomplete,True,True,21.97872814917091,7.185709921711287,0.008603096008300781,0.61280143,0.3333333333333333,1
4,incomplete,True,False,23.680732895590296,7.742162156351027,0.004990100860595703,0.4489388,0.3333333333333333,1
